"","Kingdom","Phylum","Class","Order","Family","Genus","Commercial_R1","Commercial_R2","Commercial_R3","Control_extraction","Control_fermentation","Lactobacillus_H24_R1","Lactobacillus_H24_R2","Lactobacillus_H24_R3","Lactobacillus_H48_R1","Lactobacillus_H48_R2","Lactobacillus_H48_R3","Lactobacillus_W1_R1","Lactobacillus_W1_R2","Lactobacillus_W1_R3","Lactobacillus_W2_R1","Lactobacillus_W2_R2","Lactobacillus_W2_R3","Spontaneous_H24_R1","Spontaneous_H24_R2","Spontaneous_H24_R3","Spontaneous_H48_R1","Spontaneous_H48_R2","Spontaneous_H48_R3","Spontaneous_W1_R1","Spontaneous_W1_R2","Spontaneous_W1_R3","Spontaneous_W2_R1","Spontaneous_W2_R2","Spontaneous_W2_R3"
"ASV1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",167,100586,660,58,0,84844,126194,89195,81847,126544,118647,96754,110291,57325,125043,117618,107480,115,11,42,66,9,0,33963,12496,1226,2671,7799,60881
"ASV2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",55,66759,248,36,0,52972,79905,52984,53006,82860,77753,64632,75192,38718,85568,79421,74353,63,0,0,59,0,0,0,0,0,1804,5062,0
"ASV3","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",133,89,125,0,64,0,0,0,9,13,0,15,119,0,0,4,0,41135,1287,7,0,34071,40964,30377,56971,40829,1458,0,35972
"ASV4","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",0,368,0,0,0,5647,2412,564,1731,5404,2507,647,612,560,972,1825,8052,2963,44555,53371,5826,4546,684,148,405,586,1521,104,1592
"ASV5","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",0,0,0,0,0,194,0,0,0,0,35,526,0,0,0,0,0,11177,80,371,101932,8021,307,2215,0,75,503,0,8941
"ASV6","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,1143,60,0,140,348,96,31,1595,70,657,2026,2192,444,329,322,4678,2200,1961,3801,11890,7933,22043,6854,11545,11842,22663,8658,5314
"ASV7","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0,252,95,0,0,0,0,0,0,0,0,0,0,0,43,0,0,5869,10470,6184,3189,21153,17057,9046,3236,13162,10309,10699,5152
"ASV8","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,280,132,0,0,2815,132,21,1003,105,342,1108,545,685,206,593,446,7363,5870,6974,15678,6173,11361,3425,7055,7480,7845,9976,10430
"ASV9","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,185,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3337,3790,35480,0,20632,0,13567,621,0,8461,0,17746
"ASV10","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",0,297,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,306,1206,580,0,36828,39534,0,42
"ASV11","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",0,222,87,0,0,473,0,0,0,0,0,295,32,0,0,0,11,54,3403,0,0,878,13619,8383,0,547,22848,0,1189
"ASV12","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,117,0,0,0,1039,0,0,4694,28,0,1533,44,93,67,16,193,1311,1233,3184,1564,2680,1079,4760,12307,1793,3276,4484,6488
"ASV13","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",0,16,131,0,0,3081,91,313,2123,38,94,184,320,19,369,144,238,13780,16730,2664,0,4053,1301,306,174,147,1595,253,1043
"ASV14","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,108,123,0,0,1295,23,0,2782,0,18,434,397,83,0,45,143,1458,497,1018,1041,9870,735,2010,5351,1276,6971,2133,8064
"ASV15","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,160,0,0,14,914,57,0,526,49,140,1276,1394,1229,68,157,542,522,1217,3897,10608,1537,2169,1721,2905,1803,5067,1415,2161
"ASV16","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0,191,0,0,0,18,0,0,39,0,0,32,36,0,0,0,301,3910,3048,3062,13954,962,6850,412,292,504,1089,1876,1996
"ASV17","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,185,0,0,0,1844,297,125,2980,0,0,1258,1481,140,22,0,960,3258,144,22,0,5086,2030,1795,476,4155,1938,4205,2537
"ASV18","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,77,61,0,0,1500,1245,0,922,273,365,657,960,520,114,1786,669,6017,9089,1877,5234,431,451,121,321,166,760,235,511
"ASV19","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,70,0,0,0,288,0,62,311,0,122,811,2032,702,99,72,435,331,273,2462,10513,1195,1052,1645,1993,848,3547,511,1309
"ASV21","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,58,0,0,0,0,0,0,242,0,0,94,559,0,0,0,167,1274,237,0,0,2485,16944,537,770,882,230,2405,1951
"ASV22","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,49,0,0,0,0,0,0,67,0,0,388,558,0,0,0,125,262,83,0,0,13359,2920,949,1278,4590,312,1677,500
"ASV23","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,77,0,0,0,584,0,20,2468,28,0,842,0,0,0,0,218,678,574,1673,178,2456,595,2443,5976,1034,2714,2038,2219
"ASV24","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,100,22,1291,24306,0,119,0,0
"ASV25","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,60,0,0,0,87,0,0,92,0,133,32,0,44,0,65,0,408,674,1056,3712,1055,4288,639,1606,2337,4520,1658,1330
"ASV26","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,325,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21974,0
"ASV27","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,44,0,0,0,151,0,0,204,0,0,1415,114,0,38,0,57,193,965,380,0,1872,1280,1898,966,2953,1646,3192,1168
"ASV28","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",0,0,0,0,154,990,19,0,387,0,0,32,204,0,0,0,158,5116,8171,1311,0,411,271,88,149,0,84,0,222
"ASV29","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,60,424,0,0,1040,0,0,967,367,0,0,0,163,1612,0,0,0,1726,1595,904,219,3695,1235,2892,411
"ASV30","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3089,448,0,560,125,0,907,0,11440,475
"ASV31","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,148,0,0,63,0,0,0,0,0,713,126,0,0,1447,10065,142,490,535,124,1367,1131
"ASV32","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",0,0,0,0,0,248,0,38,290,0,0,0,85,16,0,6,52,3449,9300,1092,0,389,236,80,61,0,173,0,196
"ASV33","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,44,92,0,0,25,0,0,41,0,122,16,18,29,0,29,0,229,190,460,904,656,3567,153,949,1550,3780,1143,573
"ASV34","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",0,43,0,0,211,344,0,0,214,0,0,0,84,0,56,0,111,3551,7426,1185,0,306,220,84,82,32,275,0,181
"ASV35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,109,132,0,59,0,325,66,86,126,40,230,95,840,10302,473,0,178,0,28,0,62,53,33,234
"ASV36","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,150,215,9187,21,509,1039,24,56,351,278,905,450
"ASV37","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,140,581,30,24,902,25,66,108,1392,0,89,42,210,4546,725,373,975,391,214,229,350,237,504,195,627
"ASV38","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,12718,0,0
"ASV39","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,985,57,64,2293,0,0,92,133,159,0,3,323,3384,0,0,0,687,1126,140,575,1905,206,125,274
"ASV40","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia",0,67,36,0,0,33,0,0,218,0,51,147,5035,101,251,58,656,49,107,38,21,1387,463,1691,160,736,0,338,107
"ASV41","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2063,333,579,1160,2010,421,655,712,1389,398,1295,443
"ASV42","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea",0,0,0,0,0,646,257,23,439,40,183,142,436,119,0,946,174,1378,4531,531,703,140,79,55,119,37,173,0,134
"ASV43","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,880,0,0,22,0,34,134,41,134,0,54,0,246,1673,220,1094,237,1200,301,484,538,582,1875,1318
"ASV44","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,101,0,0,0,624,29,38,1874,11,0,125,193,106,0,0,1006,2918,35,10,0,584,793,128,478,1166,219,126,224
"ASV45","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,43,0,0,0,297,18,0,136,0,66,243,727,0,0,0,373,286,78,402,2024,993,366,823,1165,416,658,272,1011
"ASV46","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,157,49,132,81,983,3550,1749,1208,1094,58,241,715
"ASV47","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia",0,49,0,0,0,2442,141,0,46,734,208,33,359,148,16,726,344,2002,1043,454,725,58,0,11,41,22,0,0,194
"ASV48","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9081
"ASV49","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,1498,0,3331,0,712,1594,50,0,0,668
"ASV50","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,0,59,0,0,38,0,0,107,0,0,93,0,0,0,0,71,333,75,23,0,844,363,429,361,5319,103,0,237
"ASV51","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,380,0,0,0,435,666,371,366,590,564,571,640,443,1020,709,775,0,0,0,0,0,0,113,45,0,14,37,173
"ASV52","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,14,0,0,0,47,0,0,0,20,0,110,729,33,0,0,142,183,165,95,3108,70,324,1157,82,549,344,59,594
"ASV53","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,0,0,0,0,164,0,0,0,0,0,229,0,0,0,0,0,148,451,0,0,790,463,1024,535,860,915,1227,567
"ASV54","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",0,0,0,0,0,0,0,0,0,424,184,0,0,0,0,0,566,0,2876,2838,475,0,0,0,0,0,0,0,0
"ASV55","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,0,0,0,46,128,0,0,55,0,0,311,50,0,0,0,0,83,708,54,0,683,569,396,505,858,590,1788,426
"ASV56","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter",0,590,0,0,0,0,0,0,0,0,0,529,1525,0,0,0,3271,0,152,0,0,0,631,120,0,151,0,0,0
"ASV57","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,197,64,44,62,897,113,2030,1285,1063,58,255,581
"ASV58","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6684,0,0,0,0,0
"ASV59","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",0,0,0,0,0,54,0,0,6071,26,0,0,0,0,0,0,0,149,28,0,0,0,0,67,270,0,0,0,0
"ASV60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,5,0,0,0,149,0,0,33,28,0,9,56,0,0,22,19,229,38,30,0,453,3642,127,304,231,97,685,449
"ASV61","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus",0,0,0,0,6042,7,21,9,0,16,11,9,0,7,5,5,0,42,21,70,9,4,0,0,0,0,0,0,0
"ASV62","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6157,0
"ASV63","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",0,36,0,0,0,156,0,0,0,0,0,156,0,0,0,415,163,346,126,90,0,44,381,0,0,1210,0,2917,0
"ASV64","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,161,0,0,0,0,0,138,0,0,0,0,0,225,0,0,0,0,149,0,0,4847,104,260,0
"ASV65","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia",0,0,0,0,0,40,0,0,179,0,119,118,736,103,40,0,90,95,74,90,0,1635,67,437,302,560,0,438,93
"ASV66","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,121,0,0,78,0,0,308,1215,0,26,0,126,692,85,66,0,110,145,313,1236,182,0,25,411
"ASV68","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,0,0,0,69,0,0,118,0,0,257,117,0,0,0,0,67,144,0,0,121,1633,195,1135,266,265,494,212
"ASV69","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,113,0,167,0,0,281,0,3138,187
"ASV70","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",0,12,0,0,0,190,13,0,11,0,0,0,0,0,76,0,0,1961,889,0,0,369,376,258,233,117,26,15,47
"ASV71","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,19,0,0,0,57,0,0,40,0,0,0,36,0,0,19,0,15,641,28,0,348,521,142,250,401,371,1501,183
"ASV72","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,0,0,79,0,0,0,0,0,41,0,0,0,0,0,0,0,0,91,28,53,35,337,1232,807,511,492,146,323,330
"ASV73","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,113,0,122,0,0,174,0,2941,114
"ASV74","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,0,0,0,0,0,0,878,0,0
"ASV75","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,0,1001,103,57,84,0,0,0,0,0,0,0,0,1794,76,8,0,85,33,442,84,48,0,0,108
"ASV76","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,46,636,41,0,129,0,0,29,68,0,81,12,0,785,282,0,0,179,266,224,137,282,203,367,37
"ASV77","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,3310,0
"ASV78","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Lelliottia",0,0,0,0,90,69,0,0,0,0,0,190,1575,0,37,0,100,90,0,0,0,96,0,319,160,132,0,42,702
"ASV79","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,33,147,0,25,6,0,0,0,159,2964,0,0,57
"ASV80","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,10,0,0,156,961,0,0,188,0,0,79,223,0,0,0,0,792,109,0,0,0,83,320,306,133,56,9,0
"ASV81","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter",0,0,0,0,0,23,3,0,27,0,0,347,83,0,0,0,0,40,0,0,0,0,24,145,1280,158,14,1165,6
"ASV82","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,0,27,0,0,47,0,0,58,193,25,0,0,0,0,0,13,0,39,77,103,140,175,1497,612,68
"ASV83","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",146,78,204,0,51,72,18,0,0,67,82,71,0,60,55,69,18,534,176,309,454,353,59,46,98,52,0,0,0
"ASV84","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,0,770,61,40,156,0,0,39,29,0,0,0,0,559,229,0,0,70,273,79,86,107,314,65,40
"ASV85","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,0,0,0,0,0
"ASV86","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,123,0,2463,0
"ASV87","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",641,0,43,0,77,0,27,0,20,0,30,0,0,0,0,0,44,0,942,138,22,106,324,0,0,0,207,0,99
"ASV88","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,2626,0,53,18
"ASV89","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,64,22,53,23,354,0,814,474,355,86,181,210
"ASV90","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2661
"ASV91","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453,0,0,92
"ASV92","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",0,0,0,0,0,369,16,26,169,67,574,0,38,60,107,119,0,169,0,135,139,50,130,0,0,0,145,0,115
"ASV93","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,160,0,0,0,177,191,143,161,231,178,160,164,93,196,242,163,0,0,0,0,0,0,0,0,0,0,0,128
"ASV94","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,15,0,0,28,784,0,0,0,54,208,41,0,0,49,55,84,725,107,0,0,99
"ASV95","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia",0,0,0,0,0,105,0,0,95,0,0,62,54,0,0,0,0,104,29,0,0,118,0,51,98,1288,0,156,49
"ASV96","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,137,30,0,0,45,115,0,0,36,0,0,0,88,0,0,0,0,136,58,32,11,145,269,176,365,246,86,113,111
"ASV97","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,0,0,0,0,0,0,0
"ASV98","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,0,0,0,0,0,0,0,0,757,0,0,0,0,486,0,643,0,0,0,0,0,0,0,0,0,0,0,0
"ASV99","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,0,0,0,64,81,0,0,0,0,0,70,213,1205,0,0,0,80,0,0,0,127
"ASV101","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,0,0,0,182,37,54,103,46,53,38,90,148,23,21,31,27,219,86,144,37,19,0,41,46,75,124,116,32
"ASV102","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,960,0,0,0,0,0,0,0,0,0,0
"ASV103","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia",0,0,0,0,0,0,0,0,58,0,65,0,0,0,0,0,0,46,0,0,0,772,69,159,69,209,0,244,33
"ASV104","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,129,13,0,4,0,0,11,52,1472,20
"ASV105","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0,0,0,0,16,0,0,0,0,0,0,0,36,0,0,0,0,142,122,101,277,0,866,0,0,0,113,0,0
"ASV106","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,273,0,0,0,230,289,0,0,0,0,0,266,0,303,273,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV107","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,1092,57,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV108","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,0,16,0,0,0,0,0,55,163,0,0,0,0,0,0,0,0,0,0,58,121,198,644,331,30
"ASV109","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0
"ASV110","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,1384,0,0,0,0,0,0,0
"ASV111","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",0,0,0,0,1569,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV112","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,128,205,0,0,0,168,651,0
"ASV113","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",0,114,0,0,0,97,121,71,114,155,132,102,116,55,134,132,120,0,0,0,0,0,0,0,0,0,0,0,0
"ASV114","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,175,666,127,0,219,0,0,39
"ASV115","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",0,0,0,0,0,157,0,18,63,0,0,0,0,0,10,0,0,454,138,22,0,80,62,0,104,7,40,75,148
"ASV116","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter",0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,605,0,0,0,0,0,0,526,0,0,0,0,0
"ASV117","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax",641,30,118,401,169,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV118","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,11,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,19,56,31,68,912,154,32
"ASV119","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter",0,0,0,0,0,0,0,0,0,0,0,141,357,0,13,0,708,0,0,0,0,0,129,0,0,0,0,0,0
"ASV120","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",0,0,0,0,0,0,0,0,74,0,0,92,214,14,0,0,0,0,0,0,0,15,0,51,134,159,149,401,33
"ASV121","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter",0,111,0,0,0,0,0,0,0,0,0,114,270,0,0,0,672,0,0,0,0,0,138,0,0,0,0,0,0
